PDF,Family,Seite,Bitfeld,Register_MSB,Register_LSB,Feld_MSB,Feld_LSB,Registerbits,Feldbits
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,48,EXMAXCH,2,0,2.0,0.0,2:0,2.0:0.0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,EXMIN,31,8,23.0,0.0,31:8,23.0:0.0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,RESERVED,7,3,,,7:3,nan:nan
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,EXMINCH,2,0,2.0,0.0,2:0,2.0:0.0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,50,CNVCNT,31,4,27.0,0.0,31:4,27.0:0.0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,50,RESERVED,3,0,,,3:0,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,31,DFSDMEN,31,31,,,31,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,31,CKOUTSRC,30,30,,,30,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,31,RESERVED,29,24,,,29:24,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,32,CKOUTDIV,23,16,7.0,0.0,23:16,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,32,DATPACK,15,14,1.0,0.0,15:14,1.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,32,DATMPX,13,12,1.0,0.0,13:12,1.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,32,RESERVED,11,9,,,11:9,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,32,CHINSEL,8,8,,,8,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,32,CHEN,7,7,,,7,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,33,CKABEN,6,6,,,6,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,33,SCDEN,5,5,,,5,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,33,RESERVED,4,4,,,4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,33,SPICKSEL,3,2,1.0,0.0,3:2,1.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,33,SITP,1,0,1.0,0.0,1:0,1.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,34,OFFSET,31,8,23.0,0.0,31:8,23.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,34,DTRBS,7,3,4.0,0.0,7:3,4.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,34,RESERVED,2,0,,,2:0,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,34,RESERVED,31,24,,,31:24,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,34,AWFORD,23,22,1.0,0.0,23:22,1.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,34,RESERVED,21,21,,,21,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,34,AWFOSR,20,16,4.0,0.0,20:16,4.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,35,BKSCD,15,12,3.0,0.0,15:12,3.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,35,RESERVED,11,8,,,11:8,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,35,SCDT,7,0,7.0,0.0,7:0,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,35,RESERVED,31,16,,,31:16,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,35,WDATA,15,0,15.0,0.0,15:0,15.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,36,INDAT1,31,16,15.0,0.0,31:16,15.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,36,INDAT0,15,0,15.0,0.0,15:0,15.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,37,RESERVED,31,6,,,31:6,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,37,PLSSKP,5,0,5.0,0.0,5:0,5.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,37,RESERVED,31,31,,,31,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,37,AWFSEL,30,30,,,30,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,37,FAST,29,29,,,29,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,37,RESERVED,28,27,,,28:27,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RCH,26,24,2.0,0.0,26:24,2.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RESERVED,23,22,,,23:22,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RDMAEN,21,21,,,21,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RESERVED,20,20,,,20,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RSYNC,19,19,,,19,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RCONT,18,18,,,18,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RSWSTART,17,17,,,17,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,RESERVED,16,15,,,16:15,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,38,JEXTEN,14,13,1.0,0.0,14:13,1.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,JEXTSEL,12,8,4.0,0.0,12:8,4.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,RESERVED,7,6,,,7:6,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,JDMAEN,5,5,,,5,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,JSCAN,4,4,,,4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,JSYNC,3,3,,,3,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,RESERVED,2,2,,,2,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,JSWSTART,1,1,,,1,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,39,DFEN,0,0,,,0,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,RESERVED,31,24,,,31:24,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,AWDCH,23,16,7.0,0.0,23:16,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,EXCH,15,8,7.0,0.0,15:8,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,RESERVED,7,7,,,7,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,CKABIE,6,6,,,6,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,SCDIE,5,5,,,5,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,AWDIE,4,4,,,4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,40,ROVRIE,3,3,,,3,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,41,JOVRIE,2,2,,,2,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,41,REOCIE,1,1,,,1,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,41,JEOCIE,0,0,,,0,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,41,SCDF,31,24,7.0,0.0,31:24,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,41,CKABF,23,16,7.0,0.0,23:16,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,41,RESERVED,15,15,,,15,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,41,RCIP,14,14,,,14,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,42,JCIP,13,13,,,13,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,42,RESERVED,12,5,,,12:5,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,42,AWDF,4,4,,,4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,42,ROVRF,3,3,,,3,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,42,JOVRF,2,2,,,2,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,42,REOCF,1,1,,,1,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,42,JEOCF,0,0,,,0,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,43,CLRSCDF,31,24,7.0,0.0,31:24,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,43,CLRCKABF,23,16,7.0,0.0,23:16,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,43,RESERVED,15,4,,,15:4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,43,CLRROVRF,3,3,,,3,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,43,CLRJOVRF,2,2,,,2,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,43,RESERVED,1,0,,,1:0,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,44,RESERVED,31,8,,,31:8,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,44,JCHG,7,0,7.0,0.0,7:0,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,45,FORD,31,29,2.0,0.0,31:29,2.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,45,RESERVED,28,26,,,28:26,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,45,FOSR,25,16,9.0,0.0,25:16,9.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,45,RESERVED,15,8,,,15:8,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,45,IOSR,7,0,7.0,0.0,7:0,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,JDATA,31,8,23.0,0.0,31:8,23.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,RESERVED,7,3,,,7:3,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,JDATACH,2,0,2.0,0.0,2:0,2.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,RDATA,31,8,23.0,0.0,31:8,23.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,RESERVED,7,5,,,7:5,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,RPEND,4,4,,,4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,RESERVED,3,3,,,3,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,46,RDATACH,2,0,2.0,0.0,2:0,2.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,47,AWHT,31,8,23.0,0.0,31:8,23.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,47,RESERVED,7,4,,,7:4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,47,BKAWH,3,0,3.0,0.0,3:0,3.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,48,AWLT,31,8,23.0,0.0,31:8,23.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,48,RESERVED,7,4,,,7:4,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,48,BKAWL,3,0,3.0,0.0,3:0,3.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,48,RESERVED,31,16,,,31:16,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,48,AWHTF,15,8,7.0,0.0,15:8,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,48,AWLTF,7,0,7.0,0.0,7:0,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,49,RESERVED,31,16,,,31:16,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,49,CLRAWHTF,15,8,7.0,0.0,15:8,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,49,CLRAWLTF,7,0,7.0,0.0,7:0,7.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,49,EXMAX,31,8,23.0,0.0,31:8,23.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,49,RESERVED,7,3,,,7:3,nan:nan
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,49,EXMAXCH,2,0,2.0,0.0,2:0,2.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,50,EXMIN,31,8,23.0,0.0,31:8,23.0:0.0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm,50,RESERVED,7,3,,,7:3,nan:nan
